qid,Len,Den,P7,P13
,b2470,aminoglycoside%2Fmultidrug efflux system,"""3114""",Q8
,b4606,hypothetical protein,"""60""",Q8
,b2471,putative reductase%2C function unknown%2C ArsC family%3B low abundance protein,"""357""",Q8
,b2472,N-succinyl-diaminopimelate deacylase,"""1128""",Q8
,b4547,putative membrane protein%2C UPF0370 family,"""201""",Q8
,b2473,putative hydrolase,"""699""",Q8
,b2474,elongator methionine tRNA %28ac4C34%29 acetyltransferase,"""2016""",Q8
,b2475,hypothetical protein,"""864""",Q8
,b2476,phosphoribosylaminoimidazole-succinocarboxamide synthetase,"""714""",Q8
,b2477,lipoprotein required for OM biogenesis%2C in BamABCDE complex,"""1035""",Q8
,b2478,dihydrodipicolinate synthase,"""879""",Q8
,b2479,DNA-binding transcriptional repressor%2C regulatory protein accessory to GcvA,"""573""",Q8
,b2480,peroxiredoxin%3B thiol peroxidase%2C thioredoxin-dependent,"""471""",Q8
,b2481,hydrogenase 4%2C 4Fe-4S subunit,"""618""",Q8
,b2482,hydrogenase 4%2C membrane subunit,"""2019""",Q8
,b2483,hydrogenase 4%2C membrane subunit,"""948""",Q8
,b2484,hydrogenase 4%2C membrane subunit,"""1440""",Q8
,b2485,hydrogenase 4%2C membrane subunit,"""651""",Q8
,b2486,hydrogenase 4%2C membrane subunit,"""1581""",Q8
,b2487,hydrogenase 4%2C subunit,"""1668""",Q8
,b2488,hydrogenase 4%2C Fe-S subunit,"""546""",Q8
,b2489,hydrogenase 4%2C Fe-S subunit,"""759""",Q8
,b2490,putative processing element hydrogenase 4,"""414""",Q8
,b2491,DNA-binding transcriptional activator%2C formate sensing,"""2013""",Q8
,b2492,putative formate transporter,"""849""",Q8
,b2493,putative inner membrane permease%2C UPF0118 family,"""1062""",Q8
,b2494,periplasmic predicted metalloprotease%2C required for LoiP localization%3B TPR repeats,"""1464""",Q8
,b2495,putative oxidoreductase,"""360""",Q8
,b2496,ATPase regulatory factor involved in DnaA inactivation,"""702""",Q8
,b2497,uracil permease,"""1290""",Q8
,b2498,uracil phosphoribosyltransferase,"""627""",Q8
,b2499,phosphoribosylaminoimidazole synthetase,"""1038""",Q8
,b2500,phosphoribosylglycinamide formyltransferase 1,"""639""",Q8
,b2501,polyphosphate kinase%2C component of RNA degradosome,"""2067""",Q8
,b2502,exopolyphosphatase,"""1542""",Q8
,b2503,cyclic-di-GMP phosphodiesterase%2C anaerobic,"""2244""",Q8
,b2504,hypothetical protein,"""192""",Q8
,b2505,outer membrane integrity lipoprotein,"""519""",Q8
,b2506,hypothetical protein,"""540""",Q8
,b2507,GMP synthetase %28glutamine aminotransferase%29,"""1578""",Q8
,b2508,IMP dehydrogenase,"""1467""",Q8
,b2509,exonuclease VII%2C large subunit,"""1371""",Q8
,b2510,conserved protein%2C DUF1407 family,"""216""",Q8
,b2511,GTPase%3B multicopy suppressor of ftsJ,"""1473""",Q8
,b2512,lipoprotein required for OM biogenesis%2C in BamABCDE complex,"""1179""",Q8
,b2513,conserved protein%2C UPF0070 family,"""621""",Q8
,b2514,histidyl tRNA synthetase,"""1275""",Q8
,b2515,1-hydroxy-2-methyl-2-%28E%29-butenyl 4-diphosphate synthase,"""1119""",Q8
,b2516,cytoskeletal protein required for MreB assembly,"""1014""",Q8
,b2517,dual specificity 23S rRNA m%282%29A2503%2C tRNA m%282%29A37 methyltransferase%2C SAM-dependent,"""1155""",Q8
,b2518,multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3%27-phosphodiesterase,"""432""",Q8
,b2519,penicillin-binding protein PBP1C murein transglycosylase%3B inactive transpeptidase domain,"""2313""",Q8
,b2520,hypothetical protein,"""4962""",Q8
,b2521,3-mercaptopyruvate sulfurtransferase,"""846""",Q8
,b4440,novel sRNA%2C function unknown,"""304""",Q8
,b2523,aminopeptidase B,"""1284""",Q8
,b2525,%5B2Fe-2S%5D ferredoxin,"""336""",Q8
,b2526,DnaK-like molecular chaperone specific for IscU,"""1851""",Q8
,b2527,DnaJ-like molecular chaperone specific for IscU,"""516""",Q8
,b2528,FeS cluster assembly protein,"""324""",Q8
,b2529,iron-sulfur cluster assembly scaffold protein,"""387""",Q8
,b2530,cysteine desulfurase %28tRNA sulfurtransferase%29%2C PLP-dependent,"""1215""",Q8
,b2531,DNA-binding transcriptional repressor,"""489""",Q8
,b2532,tRNA mC32%2CmU32 2%27-O-methyltransferase%2C SAM-dependent,"""741""",Q8
,b2533,inositol monophosphatase,"""804""",Q8
,b2534,S9 peptidase family protein%2C function unknown,"""855""",Q8
,b2535,stationary phase inducible protein,"""1281""",Q8
,b2536,putative 3-phenylpropionic transporter,"""1140""",Q8
,b2537,DNA-binding transcriptional activator of 3-phenylpropionic acid catabolism,"""891""",Q8
,b4706,3-hydroxypropionic acid resistance peptide,"""66""",Q8
,b2538,3-phenylpropionate dioxygenase%2C large %28alpha%29 subunit,"""1362""",Q8
,b2539,3-phenylpropionate dioxygenase%2C small %28beta%29 subunit,"""519""",Q8
,b2540,3-phenylpropionate dioxygenase%2C predicted ferredoxin subunit,"""321""",Q8
,b2541,2%2C3-dihydroxy-2%2C3-dihydrophenylpropionate dehydrogenase,"""813""",Q8
,b2542,phenylpropionate dioxygenase%2C ferredoxin reductase subunit,"""1203""",Q8
,b2543,putative inner membrane protein,"""423""",Q8
,b2544,hypothetical protein,"""873""",Q8
,b2545,putative oxidoreductase%2C Zn-dependent and NAD%28P%29-binding,"""1062""",Q8
,b2546,putative sugar transporter subunit: membrane component of ABC superfamily,"""999""",Q8
,b2547,fused predicted sugar transporter subunits of ABC superfamily: ATP-binding components,"""1512""",Q8
,b2548,putative sugar transporter subunit: periplasmic-binding component of ABC superfamily,"""984""",Q8
,b2549,hypothetical protein,"""3282""",Q8
,b2550,putative DNA-binding transcriptional regulator,"""1194""",Q8
,b2551,serine hydroxymethyltransferase,"""1254""",Q8
,b2552,fused nitric oxide dioxygenase%2Fdihydropteridine reductase 2,"""1191""",Q8
,b2553,regulatory protein P-II for glutamine synthetase,"""339""",Q8
,b2554,response regulator regulating glmY sRNA in two-component system with sensor protein GlrK,"""1335""",Q8
,b2555,hypothetical protein,"""714""",Q8
,b2556,sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR,"""1428""",Q8
,b4441,sRNA activator of glmS mRNA%2C glmZ processing antagonist,"""184""",Q8
,b2557,phosphoribosylformyl-glycineamide synthetase,"""3888""",Q8
,b2558,membrane-bound lytic transglycosylase F%2C murein hydrolase,"""1557""",Q8
,b2559,tRNA-specific adenosine deaminase,"""504""",Q8
,b2560,hypothetical protein,"""636""",Q8
,b2561,putative DNA-binding transcriptional regulator,"""849""",Q8
,b2562,putative 4Fe-4S cluster-containing protein,"""261""",Q8
,b4687,toxic membrane protein,"""81""",Q8
,b4608,sRNA antisense regulator of shoB toxin,"""77""",Q8
,b2563,holo-%5Bacyl-carrier-protein%5D synthase 1,"""381""",Q8
,b2564,pyridoxine 5%27-phosphate synthase,"""732""",Q8
,b2565,gap repair protein,"""729""",Q8
,b2567,RNase III,"""681""",Q8
,b2568,leader peptidase %28signal peptidase I%29,"""975""",Q8
,b2569,back-translocating elongation factor EF4%2C GTPase,"""1800""",Q8
,b2570,RseC protein involved in reduction of the SoxR iron-sulfur cluster,"""480""",Q8
,b2571,anti-sigma E factor%2C binds RseA,"""957""",Q8
,b2572,anti-sigma factor,"""651""",Q8
,b2573,RNA polymerase%2C sigma 24 %28sigma E%29 factor,"""576""",Q8
,b2574,quinolinate synthase%2C L-aspartate oxidase %28B protein%29 subunit,"""1623""",Q8
,b2575,tRNA1%28Val%29 %28adenine%2837%29-N6%29-methyltransferase,"""738""",Q8
,b2576,ATP-dependent RNA helicase,"""1335""",Q8
,b2577,putative DNA-binding transcriptional regulator,"""882""",Q8
,b2578,cysteine and O-acetylserine exporter,"""588""",Q8
,b2579,autonomous glycyl radical cofactor,"""384""",Q8
,b2580,uracil-DNA-glycosylase,"""690""",Q8
,b2581,putative methyltransferase,"""1038""",Q8
,b2582,thioredoxin 2,"""420""",Q8
,b2583,conserved protein%2C DTW domain,"""699""",Q8
,b2584,protein lysine acetyltransferase,"""2661""",Q8
,b2585,phosphatidylserine synthase %28CDP-diacylglycerol-serine O-phosphatidyltransferase%29,"""1356""",Q8
,b2586,required for high salt suppression of motility%3B probable lipoprotein,"""324""",Q8
,b2587,alpha-ketoglutarate transporter,"""1299""",Q8
,b2588,5S ribosomal RNA of rrnG operon,"""120""",Q8
,b2589,23S ribosomal RNA of rrnG operon,"""2904""",Q8
,b2590,tRNA-Glu,"""76""",Q8
,b2591,16S ribosomal RNA of rrnG operon,"""1542""",Q8
,b2592,protein disaggregation chaperone,"""2574""",Q8
,b4609,novel sRNA%2C function unknown,"""143""",Q8
,b2593,conserved protein%2C UPF0124 family,"""732""",Q8
,b2594,23S rRNA pseudouridine%281911%2C1915%2C1917%29 synthase,"""981""",Q8
,b2595,lipoprotein required for OM biogenesis%2C in BamABCDE complex,"""738""",Q8
,b2597,cold shock protein associated with 30S ribosomal subunit,"""342""",Q8
,b2598,pheA gene leader peptide,"""48""",Q8
,b2599,fused chorismate mutase P%2Fprephenate dehydratase,"""1161""",Q8
,b2600,fused chorismate mutase T%2Fprephenate dehydrogenase,"""1122""",Q8
,b2601,3-deoxy-D-arabino-heptulosonate-7-phosphate synthase%2C tyrosine-repressible,"""1071""",Q8
,b2602,lipoprotein,"""366""",Q8
,b2603,putative periplasmic inhibitor of YfiN activity,"""519""",Q8
,b2604,putative membrane-anchored diguanylate cyclase with an N-terminal periplasmic domain,"""1227""",Q8
,b2605,putative positive effector of YfiN activity%2C OM lipoprotein,"""483""",Q8
,b2606,50S ribosomal subunit protein L19,"""348""",Q8
,b2607,tRNA m%281%29G37 methyltransferase%2C SAM-dependent,"""768""",Q8
,b2608,16S rRNA processing protein,"""549""",Q8
,b2609,30S ribosomal subunit protein S16,"""249""",Q8
,b2610,Signal Recognition Particle %28SRP%29 component with 4.5S RNA %28ffs%29,"""1362""",Q8
,b2611,putative inner membrane protein,"""792""",Q8
,b4461,inner membrane protein%2C UPF0053 family,"""1287""",Q8
,b2615,NAD kinase,"""879""",Q8
,b2614,heat shock protein,"""594""",Q8
,b2616,recombination and repair protein,"""1662""",Q8
,b2617,lipoprotein component of BamABCDE OM biogenesis complex,"""342""",Q8
,b2619,toxic UPF0083 family protein inhibitor of 70S ribosome formation,"""477""",Q8
,b2620,trans-translation protein,"""483""",Q8
,b2621,tmRNA%2C 10Sa RNA,"""363""",Q8
,b2622,CP4-57 prophage%3B integrase,"""1242""",Q8
,b2623,CP4-57 prophage%3B putative protein,"""957""",Q8
,b2624,CP4-57 prophage%3B DNA-binding transcriptional activator,"""213""",Q8
,b2625,CP4-57 prophage%3B putative protein,"""1410""",Q8
,b2626,CP4-57 prophage%3B putative protein,"""627""",Q8
,b2627,CP4-57 prophage%3B conserved protein,"""2190""",Q8
,b2628,CP4-57 prophage%3B putative protein,"""1617""",Q8
,b2629,CP4-57 prophage%3B putative protein,"""264""",Q8
,b2630,CP4-57 prophage%3B RNase LS,"""1074""",Q8
,b2631,CP4-57 prophage%3B putative protein,"""372""",Q8
,b2632,CP4-57 prophage%3B predicted GTP-binding protein,"""864""",Q8
,b2633,CP4-57 prophage%3B putative protein,"""822""",Q8
,b2634,CP4-57 prophage%3B predicted DNA-binding transcriptional regulator,"""702""",Q8
,b2635,CP4-57 prophage%3B predicted inner membrane protein,"""237""",Q8
,b2636,CP4-57 prophage%3B putative protein,"""444""",Q8
,b2638,pseudo,"""153""",Q8
,b2641,pseudo,"""1016""",Q8
,b2642,CP4-57 prophage%3B predicted inner membrane protein,"""1704""",Q8
,b4644,pseudo,"""272""",Q8
,b2643,CP4-57 prophage%3B predicted antirestriction protein,"""459""",Q8
,b2644,CP4-57 prophage%3B predicted DNA repair protein,"""483""",Q8
,b2645,CP4-57 prophage%3B antitoxin of the YpjF-YfjZ toxin-antitoxin system,"""318""",Q8
,b4645,pseudo,"""14""",Q8
,b2647,adhesin-like autotransporter,"""4581""",Q8
,b2648,pseudo,"""240""",Q8
,b2650,pseudo,"""1374""",Q8
,b2652,tRNA-Ile,"""76""",Q8
,b4462,pseudo,"""2253""",Q8
,b2659,carbon starvation protein,"""978""",Q8
,b2660,L-2-hydroxyglutarate oxidase,"""1269""",Q8
,b2662,4-aminobutyrate aminotransferase%2C PLP-dependent,"""1281""",Q8
,b2663,gamma-aminobutyrate transporter,"""1401""",Q8
,b2664,DNA-binding transcriptional repressor of csiD,"""663""",Q8
,b2665,hypothetical protein,"""450""",Q8
,b2666,cyaR sRNA-regulated protein,"""159""",Q8
,b2667,tributyltin-inducible repressor of ygaVP,"""300""",Q8
,b2668,putative inner membrane protein with hydrolase activity,"""525""",Q8
,b2669,DNA binding protein%2C nucleoid-associated,"""405""",Q8
,b2670,alanine exporter%2C alanine-inducible%2C stress-responsive,"""450""",Q8
,b2671,hypothetical protein,"""345""",Q8
,b2672,ribosome-binding protein%2C probably membrane-anchored%2C function unknown,"""330""",Q8
,b2673,hydrogen donor for NrdEF electron transport system%3B glutaredoxin-like protein,"""246""",Q8
,b2675,ribonucleoside-diphosphate reductase 2%2C alpha subunit,"""2145""",Q8
,b2676,ribonucleoside-diphosphate reductase 2%2C beta subunit%2C ferritin-like protein,"""960""",Q8
,b2677,glycine betaine transporter subunit,"""1203""",Q8
,b2678,glycine betaine transporter subunit,"""1065""",Q8
,b2679,glycine betaine transporter subunit,"""993""",Q8
,b2681,pseudo,"""1178""",Q8
,b2682,putative L-valine exporter%2C norvaline resistance,"""738""",Q8
,b2684,DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux,"""531""",Q8
,b2683,putative L-valine exporter%2C norvaline resistance,"""336""",Q8
,b2685,multidrug efflux system,"""1173""",Q8
,b2686,multidrug efflux system protein,"""1539""",Q8
,b2687,S-ribosylhomocysteine lyase,"""516""",Q8
,b4442,sRNA antisense regulator of ompA%2C lamB%2C ompX%2C and phoP%3B Hfq-dependent,"""78""",Q8
,b2688,glutamate-cysteine ligase,"""1557""",Q8
,b2689,inner membrane protein%2C COG1238 family,"""429""",Q8
,b2690,fructose-1-P and 6-phosphogluconate phosphatase,"""567""",Q8
,b2691,tRNA-Arg,"""77""",Q8
,b2692,tRNA-Arg,"""77""",Q8
,b2693,tRNA-Arg,"""77""",Q8
,b2694,tRNA-Arg,"""77""",Q8
,b2695,tRNA-Ser,"""93""",Q8
,b2696,pleiotropic regulatory protein for carbon source metabolism,"""186""",Q8
,b2697,alanyl-tRNA synthetase,"""2631""",Q8
,b2698,regulatory protein for RecA,"""501""",Q8
,b2699,DNA strand exchange and recombination protein with protease and nuclease activity,"""1062""",Q8
,b2700,NMN amidohydrolase,"""498""",Q8
,b2701,membrane-bound lytic murein transglycosylase B,"""1086""",Q8
,b2702,glucitol%2Fsorbitol-specific enzyme IIC component of PTS,"""564""",Q8
,b2703,glucitol%2Fsorbitol-specific enzyme IIB component of PTS,"""960""",Q8
,b2705,sorbitol-6-phosphate dehydrogenase,"""780""",Q8
,b2706,DNA-binding transcriptional activator of glucitol operon,"""360""",Q8
,b2707,DNA-bindng transcriptional repressor,"""774""",Q8
,b2708,D-arabinose 5-phosphate isomerase,"""966""",Q8
,b2709,anaerobic nitric oxide reductase DNA-binding transcriptional activator,"""1515""",Q8
,b2710,anaerobic nitric oxide reductase flavorubredoxin,"""1440""",Q8
,b2711,NADH:flavorubredoxin oxidoreductase,"""1134""",Q8
,b2712,carbamoyl phosphate phosphatase and maturation protein for %5BNiFe%5D hydrogenases,"""2253""",Q8
,b2713,formate dehydrogenase-H%2C %5B4Fe-4S%5D ferredoxin subunit,"""528""",Q8
,b2714,DNA-binding transcriptional repressor,"""1011""",Q8
,b2715,fused cellobiose%2Farbutin%2Fsalicin-specific PTS enzymes: IIB component%2FIC component,"""1458""",Q8
,b2716,cryptic 6-phospho-beta-glucosidase,"""1425""",Q8
,b2717,protease involved in processing C-terminal end of HycE,"""471""",Q8
,b2718,protein required for maturation of hydrogenase 3,"""411""",Q8
,b2719,hydrogenase 3 and formate hydrogenase complex%2C HycG subunit,"""768""",Q8
,b2721,hydrogenase 3%2C large subunit,"""1710""",Q8
,b2727,GTP hydrolase involved in nickel liganding into hydrogenases,"""873""",Q8
,b2726,protein involved in nickel insertion into hydrogenases 3,"""351""",Q8
,b2729,protein required for maturation of hydrogenases,"""1122""",Q8
,b2730,carbamoyl dehydratase%2C hydrogenases 1%2C2%2C3 maturation protein,"""1011""",Q8
,b2731,DNA-binding transcriptional activator,"""2079""",Q8
,b2732,hypothetical protein,"""354""",Q8
,b2733,methyl-directed mismatch repair protein,"""2562""",Q8
,b2734,serine%2Fthreonine-specific protein phosphatase 2,"""657""",Q8
,b2735,putative transcriptional regulator%2C DeoR family,"""768""",Q8
,b2736,putative dehydrogenase%2C with NAD%28P%29-binding Rossmann-fold domain,"""909""",Q8
,b2737,hypothetical protein,"""1167""",Q8
,b2738,putative class II aldolase,"""639""",Q8
,b2739,hypothetical protein,"""777""",Q8
,b2740,putative transporter,"""1365""",Q8
,b2741,RNA polymerase%2C sigma S %28sigma 38%29 factor,"""993""",Q8
,b2742,activator of AmiC murein hydrolase activity%2C lipoprotein,"""1140""",Q8
,b2743,L-isoaspartate protein carboxylmethyltransferase type II,"""627""",Q8
,b2744,broad specificity 5%27%283%27%29-nucleotidase and polyphosphatase,"""762""",Q8
,b2745,tRNA%28Glu%29 pseudouridine%2813%29 synthase,"""1050""",Q8
,b2746,2C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,"""480""",Q8
,b2747,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,"""711""",Q8
,b2748,cell division protein,"""312""",Q8
,b2749,DUF3561 family inner membrane protein,"""324""",Q8
,b2750,adenosine 5%27-phosphosulfate kinase,"""606""",Q8
,b2751,sulfate adenylyltransferase%2C subunit 1,"""1428""",Q8
,b2752,sulfate adenylyltransferase%2C subunit 2,"""909""",Q8
,b2753,aminopeptidase in alkaline phosphatase isozyme conversion,"""1038""",Q8
,b2755,multifunctional endonuclease Cas1%2C CRISPR adaptation protein%3B DNA repair enzyme,"""918""",Q8
,b2756,CRISPR RNA precursor cleavage enzyme%3B CRISP RNA %28crRNA%29 containing Cascade antiviral complex protein,"""600""",Q8
,b2757,CRISP RNA %28crRNA%29 containing Cascade antiviral complex protein,"""675""",Q8
,b2758,CRISP RNA %28crRNA%29 containing Cascade antiviral complex protein,"""1092""",Q8
,b2760,CRISP RNA %28crRNA%29 containing Cascade antiviral complex protein,"""1509""",Q8
,b2761,R-loop helicase-annealase Cas3 needed for Cascade anti-viral activity,"""2667""",Q8
,b4701,sok-related sRNA%2C function unknown,"""56""",Q8
,b2762,3%27-phosphoadenosine 5%27-phosphosulfate reductase,"""735""",Q8
,b2763,sulfite reductase%2C beta subunit%2C NAD%28P%29-binding%2C heme-binding,"""1713""",Q8
,b2764,sulfite reductase%2C alpha subunit%2C flavoprotein,"""1800""",Q8
,b2765,6-pyruvoyl tetrahydrobiopterin synthase %28PTPS%29,"""366""",Q8
,b2766,putative oxidoreductase with FAD%2FNAD%28P%29-binding domain,"""1272""",Q8
,b2767,putative 4Fe-4S cluster-containing protein,"""261""",Q8
,b2768,putative anti-terminator regulatory protein,"""576""",Q8
,b2769,putative flavoprotein,"""861""",Q8
,b2770,putative flavoprotein,"""780""",Q8
,b2771,putative transporter,"""1338""",Q8
,b4463,putative FAD containing dehydrogenase,"""1455""",Q8
,b2774,putative dehydrogenase,"""786""",Q8
,b2775,inner membrane protein%2C predicted transporter,"""1278""",Q8
,b2776,putative kinase,"""1479""",Q8
,b2777,7-carboxy-7-deazaguanine synthase%3B queosine biosynthesis,"""672""",Q8
,b2778,hypothetical protein,"""873""",Q8
,b2779,enolase,"""1299""",Q8
,b2780,CTP synthetase,"""1638""",Q8
,b2781,nucleoside triphosphate pyrophosphohydrolase,"""792""",Q8
,b2782,mRNA interferase toxin%2C antitoxin is MazE,"""336""",Q8
,b2783,antitoxin of the ChpA-ChpR toxin-antitoxin system,"""249""",Q8
,b2784,%28p%29ppGpp synthetase I%2FGTP pyrophosphokinase,"""2235""",Q8
,b2785,23S rRNA m%285%29U1939 methyltransferase%2C SAM-dependent,"""1302""",Q8
